Flow ID,Timestamp,Source IP,Destination IP,Source Port,Destination Port,Protocol,Packet Count,Bytes,Label
5851-flow,2026-04-05 01:15:18,170.67.24.145,5.84.102.154,18185,443,6,429,12607,Normal
5852-flow,2026-04-05 01:15:19,251.197.235.255,128.48.24.98,62104,443,17,213,5868,Normal
5853-flow,2026-04-05 01:15:20,52.214.133.149,67.52.250.159,8228,445,17,497,45539,Normal
5854-flow,2026-04-05 01:15:21,232.220.248.13,248.215.139.91,40545,80,6,184,5117,Normal
5855-flow,2026-04-05 01:15:22,30.48.103.43,162.146.233.136,51648,80,6,442,24584,Normal
5856-flow,2026-04-05 01:15:23,240.8.73.11,235.255.252.26,43920,80,6,34,4166,Normal
5857-flow,2026-04-05 01:15:24,31.197.84.197,234.95.149.67,62030,445,17,120,7380,Normal
5858-flow,2026-04-05 01:15:25,118.19.244.144,74.86.76.208,17322,443,6,151,23951,Normal
5859-flow,2026-04-05 01:15:26,43.180.121.87,91.26.4.137,10628,443,17,298,18139,Normal
5860-flow,2026-04-05 01:15:27,67.214.143.6,98.219.9.116,59472,445,6,81,27611,Normal
5861-flow,2026-04-05 01:15:28,51.34.242.166,78.5.244.221,15110,389,6,159,28599,Normal
5862-flow,2026-04-05 01:15:29,185.30.132.111,149.81.222.46,41427,389,17,17,9538,Normal
5863-flow,2026-04-05 01:15:30,23.138.23.69,38.37.53.221,9716,80,6,263,27318,LDAP
5864-flow,2026-04-05 01:15:31,171.4.176.87,199.62.237.17,1786,443,6,32,47690,NetBIOS
5865-flow,2026-04-05 01:15:32,243.36.225.127,151.88.62.21,56740,389,6,38,49667,Normal
5866-flow,2026-04-05 01:15:33,153.193.198.79,113.16.239.156,18949,80,6,460,30189,Normal
5867-flow,2026-04-05 01:15:34,4.45.58.203,1.169.227.6,15382,443,17,89,34119,NetBIOS
5868-flow,2026-04-05 01:15:35,186.254.99.70,148.249.169.205,25098,443,6,426,44413,LDAP
5869-flow,2026-04-05 01:15:36,238.69.2.146,100.198.29.126,63229,443,17,417,47673,Normal
5870-flow,2026-04-05 01:15:37,231.215.62.144,195.23.37.8,4422,389,17,148,10575,Normal
5871-flow,2026-04-05 01:15:38,29.193.248.12,138.31.70.16,33517,443,6,341,30602,Normal
5872-flow,2026-04-05 01:15:39,24.145.101.228,157.161.29.45,64898,443,17,53,13717,Normal
5873-flow,2026-04-05 01:15:40,108.195.67.73,129.40.248.111,63095,80,17,178,22703,LDAP
5874-flow,2026-04-05 01:15:41,1.47.26.38,70.114.217.86,5148,80,17,91,21300,Normal
5875-flow,2026-04-05 01:15:42,37.235.23.206,100.202.52.143,65383,443,17,128,24133,Normal
5876-flow,2026-04-05 01:15:43,227.132.75.198,29.128.104.251,18579,443,6,296,15148,Normal
5877-flow,2026-04-05 01:15:44,243.52.180.226,215.108.222.13,8895,445,17,284,2957,Normal
5878-flow,2026-04-05 01:15:45,162.236.123.235,168.60.227.9,24128,80,6,446,45009,Normal
5879-flow,2026-04-05 01:15:46,110.249.223.101,112.25.163.249,55182,443,6,496,19662,Normal
5880-flow,2026-04-05 01:15:47,18.111.19.189,27.181.148.129,7365,80,6,331,28406,Normal
5881-flow,2026-04-05 01:15:48,48.5.46.117,225.128.39.7,30527,389,6,264,8211,Normal
5882-flow,2026-04-05 01:15:49,236.126.132.83,148.68.30.41,3919,445,6,152,14148,Normal
5883-flow,2026-04-05 01:15:50,74.158.65.201,31.172.60.241,48195,80,6,29,14808,LDAP
5884-flow,2026-04-05 01:15:51,239.117.231.54,9.182.109.22,6617,80,6,494,2454,Normal
5885-flow,2026-04-05 01:15:52,253.74.225.165,227.121.159.114,6625,443,17,30,43139,Normal
5886-flow,2026-04-05 01:15:53,70.82.132.252,170.49.218.119,21565,445,6,318,47201,Normal
5887-flow,2026-04-05 01:15:54,57.58.213.67,253.36.31.17,36264,389,17,90,39517,NetBIOS
5888-flow,2026-04-05 01:15:55,41.112.204.10,8.129.156.107,15475,80,6,130,13786,Normal
5889-flow,2026-04-05 01:15:56,227.53.139.218,24.135.21.65,3950,80,17,195,37101,Normal
5890-flow,2026-04-05 01:15:57,177.95.132.69,79.172.157.161,27682,443,17,312,29825,LDAP
5891-flow,2026-04-05 01:15:58,96.23.186.132,9.210.229.85,30139,80,6,426,41362,NetBIOS
5892-flow,2026-04-05 01:15:59,129.49.76.230,239.209.133.33,53957,445,17,341,17333,NetBIOS
5893-flow,2026-04-05 01:16:00,125.152.192.45,95.74.131.90,41131,389,6,52,34241,Normal
5894-flow,2026-04-05 01:16:01,4.8.90.140,156.199.141.132,4230,445,6,480,18166,Normal
5895-flow,2026-04-05 01:16:02,54.66.2.197,107.231.90.213,33609,445,6,242,18398,Normal
5896-flow,2026-04-05 01:16:03,173.159.235.189,95.34.90.48,38899,389,17,10,25793,Normal
5897-flow,2026-04-05 01:16:04,24.143.209.23,122.243.251.199,20332,443,17,69,13691,Normal
5898-flow,2026-04-05 01:16:05,130.139.75.17,97.9.124.24,2244,445,6,324,42394,Normal
5899-flow,2026-04-05 01:16:06,169.197.163.43,236.205.7.247,33758,443,6,385,3896,Normal
5900-flow,2026-04-05 01:16:07,155.115.53.57,15.18.216.146,9855,443,6,290,27595,LDAP
5901-flow,2026-04-05 01:16:08,189.130.175.160,234.24.245.158,41610,445,6,469,42612,LDAP
5902-flow,2026-04-05 01:16:09,5.143.156.84,10.251.124.192,40627,389,6,276,21707,LDAP
5903-flow,2026-04-05 01:16:10,252.158.181.9,11.24.166.120,22816,80,17,407,26896,Normal
5904-flow,2026-04-05 01:16:11,200.168.232.32,53.69.108.106,42318,389,6,441,20024,Normal
5905-flow,2026-04-05 01:16:12,134.245.0.175,180.70.127.77,26089,80,6,123,47603,Normal
5906-flow,2026-04-05 01:16:13,72.119.14.160,248.143.119.146,60401,389,6,118,286,Normal
5907-flow,2026-04-05 01:16:14,148.159.251.57,115.220.23.164,32584,443,17,387,33450,Normal
5908-flow,2026-04-05 01:16:15,205.68.240.13,77.36.238.86,40399,389,17,181,23593,Normal
5909-flow,2026-04-05 01:16:16,7.245.28.30,57.233.138.56,47849,443,17,182,49241,LDAP
5910-flow,2026-04-05 01:16:17,91.165.129.181,210.155.4.215,26610,445,6,284,10307,Normal
5911-flow,2026-04-05 01:16:18,159.190.149.246,237.129.217.120,30239,443,17,231,11963,Normal
5912-flow,2026-04-05 01:16:19,49.244.31.211,26.226.243.222,61730,80,6,53,42052,Normal
5913-flow,2026-04-05 01:16:20,160.73.180.40,223.111.1.9,27506,445,17,319,39395,LDAP
5914-flow,2026-04-05 01:16:21,183.47.83.110,31.80.58.174,17555,80,6,86,30812,LDAP
5915-flow,2026-04-05 01:16:22,71.202.160.213,42.107.232.7,55070,80,6,448,21277,Normal
5916-flow,2026-04-05 01:16:23,13.198.198.4,98.73.24.184,23934,443,6,317,41977,NetBIOS
5917-flow,2026-04-05 01:16:24,145.203.160.219,107.224.244.86,63799,389,17,497,488,Normal
5918-flow,2026-04-05 01:16:25,248.157.1.230,232.80.159.162,35622,443,17,455,24175,NetBIOS
5919-flow,2026-04-05 01:16:26,169.86.234.117,7.148.146.217,3403,80,17,220,21956,Normal
5920-flow,2026-04-05 01:16:27,61.85.200.163,1.23.146.209,1223,389,6,227,45568,LDAP
5921-flow,2026-04-05 01:16:28,229.140.242.178,130.254.89.72,32702,80,6,242,14367,Normal
5922-flow,2026-04-05 01:16:29,243.90.115.229,132.40.43.111,19636,445,17,381,14677,Normal
5923-flow,2026-04-05 01:16:30,227.131.214.73,219.160.55.83,43582,80,6,334,6412,Normal
5924-flow,2026-04-05 01:16:31,134.160.210.107,253.241.129.172,6490,80,17,164,14181,Normal
5925-flow,2026-04-05 01:16:32,59.207.245.17,215.43.129.59,46257,445,6,273,26147,Normal
5926-flow,2026-04-05 01:16:33,150.220.246.25,2.156.99.77,56273,443,17,356,20018,Normal
5927-flow,2026-04-05 01:16:34,164.98.186.54,237.168.179.212,63115,443,6,54,20654,LDAP
5928-flow,2026-04-05 01:16:35,139.198.85.194,49.97.146.158,62553,80,6,125,1146,Normal
5929-flow,2026-04-05 01:16:36,7.239.3.106,4.24.173.89,42885,445,17,240,47047,Normal
5930-flow,2026-04-05 01:16:37,134.173.217.92,136.108.40.31,20171,445,6,303,14391,Normal
5931-flow,2026-04-05 01:16:38,80.86.1.220,91.124.172.99,57466,445,6,391,26447,Normal
5932-flow,2026-04-05 01:16:39,114.145.252.203,221.80.42.190,9488,445,6,120,26529,Normal
5933-flow,2026-04-05 01:16:40,187.192.76.148,220.235.45.130,26577,443,6,236,6656,Normal
5934-flow,2026-04-05 01:16:41,21.226.139.25,164.111.23.83,21398,443,6,269,49585,Normal
5935-flow,2026-04-05 01:16:42,230.206.165.152,120.136.147.71,10457,443,6,41,40351,Normal
5936-flow,2026-04-05 01:16:43,219.5.103.128,96.41.91.18,28024,389,6,210,43842,Normal
5937-flow,2026-04-05 01:16:44,108.232.12.128,153.114.187.244,49472,443,17,492,22756,Normal
5938-flow,2026-04-05 01:16:45,101.163.9.13,152.38.101.60,46870,389,6,21,9120,Normal
5939-flow,2026-04-05 01:16:46,122.152.173.41,112.3.228.209,61069,445,17,179,13548,Normal
5940-flow,2026-04-05 01:16:47,156.9.251.118,98.104.94.10,40881,443,6,356,21438,Normal
5941-flow,2026-04-05 01:16:48,125.179.11.106,150.239.183.233,61554,389,17,333,23485,Normal
5942-flow,2026-04-05 01:16:49,28.22.10.73,106.104.1.226,17218,445,6,194,44680,LDAP
5943-flow,2026-04-05 01:16:50,165.152.21.48,12.120.90.54,6802,445,17,271,43266,Normal
5944-flow,2026-04-05 01:16:51,148.43.86.147,53.255.128.162,11111,445,17,497,3741,Normal
5945-flow,2026-04-05 01:16:52,133.234.57.119,195.192.205.59,54774,389,17,221,18778,Normal
5946-flow,2026-04-05 01:16:53,67.104.81.250,51.217.221.209,12410,389,17,257,19602,Normal
5947-flow,2026-04-05 01:16:54,219.112.241.141,53.170.50.218,19417,389,17,356,8659,LDAP
5948-flow,2026-04-05 01:16:55,49.169.213.235,15.93.49.245,45046,80,6,95,6239,Normal
5949-flow,2026-04-05 01:16:56,26.196.160.244,117.31.177.235,4892,80,6,189,14857,Normal
5950-flow,2026-04-05 01:16:57,163.235.188.64,222.100.121.27,55960,389,17,261,32284,Normal
5951-flow,2026-04-05 01:16:58,150.213.253.28,31.104.51.20,17140,445,6,223,35592,NetBIOS
5952-flow,2026-04-05 01:16:59,129.205.249.111,167.69.167.3,51077,80,17,380,41231,Normal
5953-flow,2026-04-05 01:17:00,153.102.200.6,59.140.133.227,13780,445,17,497,1298,Normal
5954-flow,2026-04-05 01:17:01,185.215.166.154,1.0.102.18,11583,80,6,260,43360,Normal
5955-flow,2026-04-05 01:17:02,72.235.14.253,191.61.63.198,14052,80,17,139,11880,Normal
5956-flow,2026-04-05 01:17:03,45.176.148.146,127.32.72.221,46029,443,6,137,2237,LDAP
5957-flow,2026-04-05 01:17:04,205.207.248.239,170.147.152.34,55462,443,6,46,17936,Normal
5958-flow,2026-04-05 01:17:05,141.135.156.201,26.73.155.78,11003,389,17,98,44348,Normal
5959-flow,2026-04-05 01:17:06,20.232.96.108,188.87.174.181,38347,445,6,32,31356,LDAP
5960-flow,2026-04-05 01:17:07,220.36.213.251,129.243.222.149,37057,445,17,369,14449,LDAP
5961-flow,2026-04-05 01:17:08,5.215.235.111,79.50.124.234,20426,445,6,68,13362,LDAP
5962-flow,2026-04-05 01:17:09,77.99.190.185,34.237.12.181,23563,389,17,304,34132,LDAP
5963-flow,2026-04-05 01:17:10,147.180.136.165,239.190.211.23,3889,389,6,49,31491,Normal
5964-flow,2026-04-05 01:17:11,202.96.249.224,100.195.1.244,36854,389,6,227,3859,NetBIOS
5965-flow,2026-04-05 01:17:12,180.20.188.177,27.75.194.94,44752,80,6,15,11156,Normal
5966-flow,2026-04-05 01:17:13,80.179.4.237,252.115.220.41,31197,389,6,360,19326,Normal
5967-flow,2026-04-05 01:17:14,229.158.63.99,72.227.130.122,38604,445,17,325,45562,Normal
5968-flow,2026-04-05 01:17:15,241.202.190.208,121.70.20.149,39143,445,6,187,19209,Normal
5969-flow,2026-04-05 01:17:16,58.60.185.105,145.13.212.28,57862,445,6,109,32376,Normal
5970-flow,2026-04-05 01:17:17,246.29.107.228,33.37.80.11,13219,445,6,365,36358,Normal
5971-flow,2026-04-05 01:17:18,57.162.98.204,180.232.104.108,43544,443,6,135,22989,Normal
5972-flow,2026-04-05 01:17:19,56.167.195.68,102.175.176.87,54127,80,6,120,22332,Normal
5973-flow,2026-04-05 01:17:20,249.80.72.109,102.93.246.107,14035,445,17,186,1466,LDAP
5974-flow,2026-04-05 01:17:21,82.117.192.138,173.136.89.165,34948,80,6,497,5365,NetBIOS
5975-flow,2026-04-05 01:17:22,36.224.158.67,115.200.228.255,7739,389,6,197,45722,Normal
5976-flow,2026-04-05 01:17:23,26.186.239.156,234.214.145.205,16865,445,17,1,24669,LDAP
5977-flow,2026-04-05 01:17:24,218.219.169.160,235.44.176.255,48757,389,17,132,41277,Normal
5978-flow,2026-04-05 01:17:25,233.70.160.98,132.238.255.29,27762,445,17,469,35736,Normal
5979-flow,2026-04-05 01:17:26,130.135.191.21,185.121.83.10,18333,389,17,438,18536,Normal
5980-flow,2026-04-05 01:17:27,111.186.154.167,182.31.152.236,58070,389,17,146,4209,Normal
5981-flow,2026-04-05 01:17:28,109.165.176.107,129.87.239.224,25733,445,6,439,47727,Normal
5982-flow,2026-04-05 01:17:29,197.202.50.243,38.173.76.143,14778,389,6,461,9413,LDAP
5983-flow,2026-04-05 01:17:30,4.217.13.241,144.172.244.178,32355,445,17,17,48288,LDAP
5984-flow,2026-04-05 01:17:31,134.67.198.103,104.60.17.56,37163,80,17,9,40246,Normal
5985-flow,2026-04-05 01:17:32,104.36.216.233,180.24.96.50,48659,389,6,285,24976,Normal
5986-flow,2026-04-05 01:17:33,134.144.202.255,114.92.206.52,5457,389,17,188,20276,LDAP
5987-flow,2026-04-05 01:17:34,237.34.10.184,214.52.202.150,7545,80,6,473,318,Normal
5988-flow,2026-04-05 01:17:35,79.172.84.238,80.166.175.120,44793,443,17,422,36494,Normal
5989-flow,2026-04-05 01:17:36,75.124.183.105,71.21.103.61,20288,443,17,155,16209,Normal
5990-flow,2026-04-05 01:17:37,207.151.133.112,14.85.183.92,41944,445,6,67,2747,Normal
5991-flow,2026-04-05 01:17:38,193.164.161.161,94.148.193.206,58762,443,17,64,12558,Normal
5992-flow,2026-04-05 01:17:39,31.193.53.89,51.153.199.80,64960,443,17,476,42565,Normal
5993-flow,2026-04-05 01:17:40,175.103.45.58,23.94.140.117,49846,443,6,300,20286,Normal
5994-flow,2026-04-05 01:17:41,248.152.197.69,175.58.157.177,9764,445,17,86,15781,Normal
5995-flow,2026-04-05 01:17:42,130.234.65.233,29.235.112.193,32774,443,6,132,16173,Normal
5996-flow,2026-04-05 01:17:43,79.8.136.132,243.132.84.229,39334,80,17,438,47216,Normal
5997-flow,2026-04-05 01:17:44,120.230.202.210,149.219.123.141,32456,445,17,489,43446,Normal
5998-flow,2026-04-05 01:17:45,233.125.212.34,196.0.21.207,29813,80,6,221,10692,NetBIOS
5999-flow,2026-04-05 01:17:46,76.13.154.181,107.144.8.37,6683,80,6,387,33051,Normal
6000-flow,2026-04-05 01:17:47,176.135.7.190,14.206.17.235,40698,80,17,398,43296,Normal
6001-flow,2026-04-05 01:17:48,115.1.192.68,156.170.64.250,57539,389,6,233,39907,Normal
6002-flow,2026-04-05 01:17:49,43.208.127.57,250.43.118.255,11946,389,17,271,11741,Normal
6003-flow,2026-04-05 01:17:50,98.165.102.11,7.88.58.143,29053,80,6,13,1962,Normal
6004-flow,2026-04-05 01:17:51,67.98.206.85,254.68.46.243,6038,443,17,137,11218,Normal
6005-flow,2026-04-05 01:17:52,47.216.113.131,251.13.149.136,25980,445,6,416,27528,Normal
6006-flow,2026-04-05 01:17:53,202.26.80.222,172.150.144.206,19473,389,6,169,571,Normal
6007-flow,2026-04-05 01:17:54,87.104.16.33,96.96.202.128,54843,80,17,57,7337,Normal
6008-flow,2026-04-05 01:17:55,99.122.116.68,223.181.64.194,47195,389,17,480,22958,Normal
6009-flow,2026-04-05 01:17:56,197.12.207.200,192.204.251.247,30467,445,6,367,4522,Normal
6010-flow,2026-04-05 01:17:57,26.67.253.231,221.101.136.108,19215,80,6,278,27749,LDAP
6011-flow,2026-04-05 01:17:58,111.151.89.226,223.44.3.173,12177,443,17,175,10145,Normal
6012-flow,2026-04-05 01:17:59,219.105.152.217,165.188.219.3,2878,389,6,271,30893,Normal
6013-flow,2026-04-05 01:18:00,242.161.178.26,95.212.86.44,3307,445,6,415,10619,Normal
6014-flow,2026-04-05 01:18:01,14.106.101.40,161.242.242.226,22535,443,17,22,48465,LDAP
6015-flow,2026-04-05 01:18:02,95.145.129.254,234.226.230.29,51564,80,6,359,10295,Normal
6016-flow,2026-04-05 01:18:03,51.66.74.58,149.181.33.160,55860,389,6,65,10824,Normal
6017-flow,2026-04-05 01:18:04,7.167.186.13,102.97.36.117,7552,443,6,229,10828,Normal
6018-flow,2026-04-05 01:18:05,153.155.29.10,157.110.220.176,60834,445,17,62,36255,LDAP
6019-flow,2026-04-05 01:18:06,12.2.6.99,227.251.249.72,34079,445,17,34,40951,Normal
6020-flow,2026-04-05 01:18:07,63.50.32.63,13.73.119.109,23772,445,17,416,31765,Normal
6021-flow,2026-04-05 01:18:08,77.246.164.154,163.165.255.146,20333,389,17,474,43835,LDAP
6022-flow,2026-04-05 01:18:09,102.18.209.26,63.65.225.74,43049,389,17,268,38465,Normal
6023-flow,2026-04-05 01:18:10,237.46.253.85,11.0.149.164,19248,445,6,22,44958,NetBIOS
6024-flow,2026-04-05 01:18:11,233.84.4.3,249.91.193.182,52604,445,6,410,27505,Normal
6025-flow,2026-04-05 01:18:12,124.119.119.103,115.115.222.100,15065,80,17,193,22337,Normal
6026-flow,2026-04-05 01:18:13,14.42.211.176,74.124.34.243,11037,80,6,33,15200,LDAP
6027-flow,2026-04-05 01:18:14,192.95.85.247,121.69.186.69,61645,445,6,164,5620,Normal
6028-flow,2026-04-05 01:18:15,216.171.21.154,236.167.215.128,51854,80,17,192,26889,Normal
6029-flow,2026-04-05 01:18:16,214.116.155.109,207.214.157.3,1191,443,6,398,6551,Normal
6030-flow,2026-04-05 01:18:17,57.236.187.218,249.158.249.27,27852,443,17,238,28761,LDAP
6031-flow,2026-04-05 01:18:18,109.180.165.58,215.117.14.171,19549,80,17,161,20933,Normal
6032-flow,2026-04-05 01:18:19,34.13.104.176,21.205.94.246,33249,443,6,193,873,NetBIOS
6033-flow,2026-04-05 01:18:20,152.2.126.55,46.221.126.229,62139,443,6,338,29683,Normal
6034-flow,2026-04-05 01:18:21,114.57.247.196,80.185.59.202,59455,445,6,189,10501,Normal
6035-flow,2026-04-05 01:18:22,26.194.216.107,156.41.192.154,35699,445,17,71,3986,Normal
6036-flow,2026-04-05 01:18:23,10.59.219.28,168.91.128.202,2695,445,6,21,41633,Normal
6037-flow,2026-04-05 01:18:24,102.135.227.207,74.43.114.122,50079,80,6,439,26084,Normal
6038-flow,2026-04-05 01:18:25,207.140.9.176,221.1.24.24,10248,443,17,266,45941,Normal
6039-flow,2026-04-05 01:18:26,71.152.190.67,91.164.100.158,27617,80,6,467,36963,LDAP
6040-flow,2026-04-05 01:18:27,110.185.39.134,178.190.8.208,53029,443,17,355,25671,Normal
6041-flow,2026-04-05 01:18:28,24.65.161.103,131.27.28.90,26330,443,17,192,7692,Normal
6042-flow,2026-04-05 01:18:29,41.252.236.38,63.115.132.23,53893,443,6,308,20036,NetBIOS
6043-flow,2026-04-05 01:18:30,182.114.171.7,150.165.185.165,9895,80,6,8,30513,Normal
6044-flow,2026-04-05 01:18:31,173.56.40.142,253.145.182.206,57697,445,6,104,46003,Normal
6045-flow,2026-04-05 01:18:32,14.113.36.208,31.54.180.138,37270,445,17,436,15922,Normal
6046-flow,2026-04-05 01:18:33,154.153.226.41,81.57.41.31,53044,389,17,29,5632,Normal
6047-flow,2026-04-05 01:18:34,68.163.89.174,241.158.21.49,39071,445,17,2,36602,NetBIOS
6048-flow,2026-04-05 01:18:35,98.186.129.126,189.92.37.133,13465,445,17,143,26555,Normal
6049-flow,2026-04-05 01:18:36,90.162.129.162,15.186.137.43,17600,443,6,201,7431,LDAP
6050-flow,2026-04-05 01:18:37,110.226.163.93,65.254.156.67,55240,445,6,172,1882,Normal
6051-flow,2026-04-05 01:18:38,91.125.155.90,104.72.86.233,65284,389,6,302,28155,Normal
6052-flow,2026-04-05 01:18:39,123.185.9.26,223.114.31.86,33180,445,6,195,4443,Normal
6053-flow,2026-04-05 01:18:40,90.182.180.129,170.92.91.251,9455,445,6,216,7357,Normal
6054-flow,2026-04-05 01:18:41,202.29.122.55,115.16.12.136,48488,389,6,97,40458,NetBIOS
6055-flow,2026-04-05 01:18:42,79.11.2.55,42.234.193.196,42682,389,17,270,44546,Normal
6056-flow,2026-04-05 01:18:43,27.110.130.183,47.189.167.195,45642,80,6,7,2833,Normal
6057-flow,2026-04-05 01:18:44,199.127.239.87,207.78.163.235,40903,389,6,316,25397,Normal
6058-flow,2026-04-05 01:18:45,161.214.131.216,188.134.45.239,33529,389,6,446,20516,Normal
6059-flow,2026-04-05 01:18:46,39.35.246.22,208.117.146.73,64781,445,17,290,37842,Normal
6060-flow,2026-04-05 01:18:47,125.224.116.159,58.115.100.168,17726,389,17,30,43491,LDAP
6061-flow,2026-04-05 01:18:48,200.232.33.126,142.203.32.163,58670,80,6,257,3435,Normal
6062-flow,2026-04-05 01:18:49,209.90.30.216,102.67.54.185,25536,389,6,333,37693,Normal
6063-flow,2026-04-05 01:18:50,113.176.253.10,5.213.116.248,57855,80,6,150,25128,NetBIOS
6064-flow,2026-04-05 01:18:51,239.251.27.43,186.154.135.141,34088,80,6,493,11925,Normal
6065-flow,2026-04-05 01:18:52,228.229.44.232,73.187.195.243,43146,389,17,470,34000,NetBIOS
6066-flow,2026-04-05 01:18:53,194.86.135.162,58.166.96.234,57222,80,17,222,9797,Normal
6067-flow,2026-04-05 01:18:54,178.182.121.37,48.139.80.179,49064,445,17,500,40814,LDAP
6068-flow,2026-04-05 01:18:55,149.80.86.148,27.40.48.144,58484,389,6,422,26739,Normal
6069-flow,2026-04-05 01:18:56,31.8.146.71,108.234.243.123,34951,445,17,284,3468,Normal
6070-flow,2026-04-05 01:18:57,6.170.91.189,77.183.8.201,14768,389,6,29,27218,Normal
6071-flow,2026-04-05 01:18:58,112.68.254.94,121.34.214.88,50917,443,17,129,32445,Normal
6072-flow,2026-04-05 01:18:59,4.153.127.200,121.71.230.115,63744,80,17,366,30996,LDAP
6073-flow,2026-04-05 01:19:00,212.68.36.91,239.147.89.149,58410,80,17,274,1409,Normal
6074-flow,2026-04-05 01:19:01,41.175.145.56,205.240.245.215,38687,389,17,171,30554,Normal
6075-flow,2026-04-05 01:19:02,151.124.222.117,241.202.96.150,35191,445,17,262,6627,Normal
6076-flow,2026-04-05 01:19:03,47.58.45.244,240.252.14.2,49700,443,6,285,656,Normal
6077-flow,2026-04-05 01:19:04,126.23.175.25,153.234.212.237,38954,389,6,162,30261,Normal
6078-flow,2026-04-05 01:19:05,31.14.168.97,187.99.158.220,37068,80,17,218,25017,Normal
6079-flow,2026-04-05 01:19:06,90.178.172.241,244.156.30.119,41615,443,6,198,22103,NetBIOS
6080-flow,2026-04-05 01:19:07,22.178.186.228,233.77.99.164,10492,445,17,300,27045,Normal
6081-flow,2026-04-05 01:19:08,21.134.169.216,167.107.14.170,39999,445,6,315,2351,Normal
6082-flow,2026-04-05 01:19:09,67.146.77.126,229.235.228.82,19912,445,6,276,25887,Normal
6083-flow,2026-04-05 01:19:10,38.240.246.44,107.90.96.171,31638,389,17,306,31664,Normal
6084-flow,2026-04-05 01:19:11,229.138.189.37,183.208.215.146,38044,443,17,114,23848,Normal
6085-flow,2026-04-05 01:19:12,204.163.105.137,224.80.114.79,19202,445,17,448,46184,Normal
6086-flow,2026-04-05 01:19:13,108.141.238.151,217.224.196.200,23845,443,17,191,28246,NetBIOS
6087-flow,2026-04-05 01:19:14,96.87.226.10,38.91.142.202,41118,443,17,166,1400,Normal
6088-flow,2026-04-05 01:19:15,56.205.131.146,90.79.102.81,23905,80,6,444,43986,Normal
6089-flow,2026-04-05 01:19:16,189.125.4.14,194.239.69.194,61759,443,17,499,19798,Normal
6090-flow,2026-04-05 01:19:17,103.203.240.208,230.134.49.51,10906,443,6,133,1670,Normal
6091-flow,2026-04-05 01:19:18,131.241.65.244,145.174.233.126,5457,80,6,443,23279,Normal
6092-flow,2026-04-05 01:19:19,208.188.125.225,69.27.40.75,14091,443,17,52,3757,Normal
6093-flow,2026-04-05 01:19:20,121.188.73.64,37.194.55.224,46478,445,6,445,6734,Normal
6094-flow,2026-04-05 01:19:21,6.155.2.33,56.187.221.78,16555,445,17,461,19706,NetBIOS
6095-flow,2026-04-05 01:19:22,188.222.78.7,16.2.211.197,13788,443,6,497,15438,NetBIOS
6096-flow,2026-04-05 01:19:23,198.158.217.153,54.7.132.35,58612,445,6,58,12094,Normal
6097-flow,2026-04-05 01:19:24,211.3.92.240,184.103.65.110,11242,445,6,297,11064,Normal
6098-flow,2026-04-05 01:19:25,81.99.15.139,98.71.136.120,46507,443,6,200,1697,Normal
6099-flow,2026-04-05 01:19:26,109.26.230.237,205.199.226.103,28946,445,17,369,639,LDAP
6100-flow,2026-04-05 01:19:27,242.119.248.144,252.62.27.159,59625,443,17,491,21385,Normal
6101-flow,2026-04-05 01:19:28,78.220.210.6,191.24.124.190,38849,443,17,51,46721,Normal
6102-flow,2026-04-05 01:19:29,201.171.83.100,192.244.249.6,35839,445,17,330,22825,Normal
6103-flow,2026-04-05 01:19:30,8.85.186.60,9.133.251.145,34900,445,17,489,43204,Normal
6104-flow,2026-04-05 01:19:31,149.150.68.207,144.46.56.14,27494,389,17,249,12506,LDAP
6105-flow,2026-04-05 01:19:32,125.191.223.133,69.113.220.143,38565,445,17,441,9145,Normal
6106-flow,2026-04-05 01:19:33,145.163.165.102,114.235.197.72,63904,389,6,445,13767,Normal
6107-flow,2026-04-05 01:19:34,145.227.138.89,169.40.231.109,23017,80,17,275,26611,LDAP
6108-flow,2026-04-05 01:19:35,220.28.157.208,135.181.207.155,21477,80,6,193,30196,Normal
6109-flow,2026-04-05 01:19:36,159.205.6.101,243.102.124.108,26122,443,6,279,13360,Normal
6110-flow,2026-04-05 01:19:37,57.251.74.157,101.171.125.172,27791,445,17,228,45065,Normal
6111-flow,2026-04-05 01:19:38,192.86.163.184,206.13.190.5,29731,443,17,278,35413,Normal
6112-flow,2026-04-05 01:19:39,171.60.93.156,81.153.106.177,55595,80,6,463,32325,Normal
6113-flow,2026-04-05 01:19:40,196.206.166.236,243.30.182.189,28154,445,17,202,32648,NetBIOS
6114-flow,2026-04-05 01:19:41,247.146.44.96,109.56.147.152,53041,445,17,461,40258,Normal
6115-flow,2026-04-05 01:19:42,27.55.63.39,4.145.103.156,62156,80,17,93,33584,Normal
6116-flow,2026-04-05 01:19:43,24.31.232.88,8.159.73.103,47832,443,6,291,36330,NetBIOS
6117-flow,2026-04-05 01:19:44,176.180.101.36,208.0.133.85,23330,445,6,112,48645,LDAP
6118-flow,2026-04-05 01:19:45,141.160.10.196,173.70.54.34,65366,80,6,203,17763,Normal
6119-flow,2026-04-05 01:19:46,11.113.40.172,196.55.172.188,38708,389,17,344,46591,Normal
6120-flow,2026-04-05 01:19:47,255.201.175.157,194.249.105.91,55763,389,17,498,20275,Normal
6121-flow,2026-04-05 01:19:48,189.29.81.42,214.40.23.84,8742,389,6,380,30640,Normal
